season_year,season_label,vessel_id,trip_id,dep_ts,arr_ts,arr_date,landed_kg,n_records,fishing_h,distance_km
2024,2024-2025,matsumae18,matsumae18_T16,2024-07-17 01:11:04,2024-07-17 09:00:04,2024-07-17,837.5,15,4.8997222222222225,51.37738335220306
2024,2024-2025,matsumae18,matsumae18_T20,2024-08-01 01:28:05,2024-08-01 07:34:04,2024-08-01,83.6,2,3.85,35.08386005262834
2024,2024-2025,matsumae18,matsumae18_T21,2024-08-03 01:43:04,2024-08-03 07:24:05,2024-08-03,136.6,2,3.118055555555556,40.49610528859727
2024,2024-2025,matsumae18,matsumae18_T22,2024-08-06 01:36:05,2024-08-06 07:51:05,2024-08-06,199.2,4,3.433611111111111,36.655171256040845
2024,2024-2025,matsumae18,matsumae18_T23,2024-08-07 01:48:05,2024-08-07 12:23:05,2024-08-07,1125.3,23,7.149444444444445,53.674734506781725
2024,2024-2025,matsumae18,matsumae18_T27,2024-08-19 01:38:05,2024-08-19 07:33:05,2024-08-19,41.5,1,3.082777777777778,43.56224114521503
2024,2024-2025,matsumae18,matsumae18_T28,2024-08-20 01:42:05,2024-08-20 08:31:04,2024-08-20,286.1,6,3.883888888888889,46.62417476378285
2024,2024-2025,matsumae18,matsumae18_T45,2024-10-18 02:50:04,2024-10-18 08:37:04,2024-10-18,26.1,1,3.2311111111111113,37.328849716358526
2024,2024-2025,matsumae18,matsumae18_T46,2024-10-26 02:53:05,2024-10-26 09:11:05,2024-10-26,52.2,2,3.6997222222222224,39.84883582053496
2024,2024-2025,matsumae18,matsumae18_T47,2024-10-26 10:45:04,2024-10-26 15:29:04,2024-10-26,52.2,2,0.1,44.3060757900535
2024,2024-2025,matsumae19,matsumae19_T3,2024-07-16 01:13:24,2024-07-16 09:23:24,2024-07-16,704.8,11,4.200833333333334,50.16708117905079
2024,2024-2025,matsumae19,matsumae19_T10,2024-07-17 01:20:25,2024-07-17 08:29:25,2024-07-17,1092.0,19,4.497222222222223,43.00517329095799
2024,2024-2025,matsumae20,matsumae20_T19,2024-07-11 01:09:45,2024-07-11 12:40:45,2024-07-11,879.7,20,8.483611111111111,60.68594241614846
2024,2024-2025,matsumae20,matsumae20_T23,2024-07-16 01:13:44,2024-07-16 11:18:45,2024-07-16,1086.9,17,7.649444444444445,47.592297542337484
2024,2024-2025,matsumae21,matsumae21_T1,2024-07-16 01:01:54,2024-07-16 07:56:54,2024-07-16,521.0,9,4.433055555555556,42.44288353630003
2024,2024-2025,matsumae21,matsumae21_T4,2024-07-17 01:11:54,2024-07-17 07:45:55,2024-07-17,484.70000000000005,8,4.133333333333334,38.30655117804635
2024,2024-2025,matsumae21,matsumae21_T10,2024-09-09 02:01:55,2024-09-09 07:21:55,2024-09-09,76.8,1,3.4336111111111114,34.903397884822716
2024,2024-2025,matsumae21,matsumae21_T11,2024-09-12 02:22:54,2024-09-12 07:42:55,2024-09-12,161.2,2,2.7663888888888892,40.35829273634377
2024,2024-2025,matsumae21,matsumae21_T15,2024-10-12 02:57:54,2024-10-12 07:58:55,2024-10-12,44.7,1,2.6325,32.506495303145684
2024,2024-2025,matsumae21,matsumae21_T21,2024-10-30 03:12:54,2024-10-30 09:10:54,2024-10-30,27.3,1,2.950277777777778,41.62978809670565
2024,2024-2025,matsumae22,matsumae22_T4,2024-07-16 01:13:10,2024-07-16 08:33:09,2024-07-16,927.5,14,5.2347222222222225,39.465386543711695
2024,2024-2025,matsumae22,matsumae22_T7,2024-08-19 01:44:09,2024-08-19 07:15:09,2024-08-19,68.1,1,2.866111111111111,36.47578368415379
2024,2024-2025,matsumae22,matsumae22_T8,2024-08-20 01:39:10,2024-08-20 06:48:09,2024-08-20,53.9,1,3.0158333333333336,35.0289912829853
2024,2024-2025,matsumae22,matsumae22_T16,2024-10-14 02:49:09,2024-10-14 08:01:09,2024-10-14,27.0,1,2.748888888888889,33.060154485363604
2024,2024-2025,matsumae22,matsumae22_T21,2024-11-01 03:06:10,2024-11-01 07:51:09,2024-11-01,40.3,1,1.8675,33.036819129675855
2024,2024-2025,matsumae22,matsumae22_T23,2024-11-10 03:24:09,2024-11-10 08:21:08,2024-11-10,26.9,1,2.1005555555555557,37.43350890673988
2024,2024-2025,matsumae23,matsumae23_T8,2024-07-09 01:17:34,2024-07-09 10:33:34,2024-07-09,592.1,10,7.099722222222223,35.58596043727077
2024,2024-2025,matsumae23,matsumae23_T12,2024-07-10 01:10:34,2024-07-10 10:13:35,2024-07-10,336.0,7,7.050277777777778,37.17138291080502
2024,2024-2025,matsumae23,matsumae23_T15,2024-07-11 01:09:34,2024-07-11 12:41:35,2024-07-11,815.4,14,9.200277777777778,52.53244380173661
2024,2024-2025,matsumae23,matsumae23_T19,2024-07-17 01:08:35,2024-07-17 07:22:34,2024-07-17,181.0,3,4.282777777777778,28.492659492714814
2024,2024-2025,matsumae24,matsumae24_T8,2024-07-10 01:14:40,2024-07-10 09:45:40,2024-07-10,533.0,11,6.051111111111111,43.66332408685924
2024,2024-2025,matsumae24,matsumae24_T12,2024-07-17 01:11:40,2024-07-17 07:41:39,2024-07-17,671.9,11,4.033055555555555,40.44361338210151
2024,2024-2025,matsumae24,matsumae24_T15,2024-08-07 01:47:39,2024-08-07 12:08:39,2024-08-07,678.7,13,6.666666666666667,54.38167626550533
2024,2024-2025,matsumae25,matsumae25_T0,2024-07-10 01:33:10,2024-07-10 08:51:09,2024-07-10,398.4,8,5.084444444444444,33.236885973042504
2024,2024-2025,matsumae25,matsumae25_T1,2024-07-16 01:17:10,2024-07-16 07:33:10,2024-07-16,588.9,10,4.033888888888889,34.117078120485
2024,2024-2025,matsumae25,matsumae25_T2,2024-08-03 01:41:09,2024-08-03 07:29:10,2024-08-03,62.2,1,2.866388888888889,47.91291379771047
2024,2024-2025,matsumae25,matsumae25_T3,2024-08-07 01:35:10,2024-08-07 09:04:09,2024-08-07,1098.4,23,4.651388888888889,47.140150366452616
2024,2024-2025,matsumae26,matsumae26_T7,2024-07-12 01:26:09,2024-07-12 05:47:09,2024-07-12,136.5,2,2.6341666666666668,24.537881652135102
2024,2024-2025,matsumae26,matsumae26_T8,2024-07-16 01:22:10,2024-07-16 07:33:10,2024-07-16,396.1,6,2.317222222222222,45.821797626375385
2024,2024-2025,matsumae26,matsumae26_T9,2024-07-17 01:15:10,2024-07-17 07:49:09,2024-07-17,692.5,11,3.1994444444444445,38.497695327173666
2024,2024-2025,matsumae26,matsumae26_T12,2024-08-06 02:00:09,2024-08-06 06:53:10,2024-08-06,309.6,7,2.9008333333333334,26.955326477256428
2024,2024-2025,matsumae27,matsumae27_T4,2024-07-10 01:16:55,2024-07-10 08:38:55,2024-07-10,320.2,8,4.9675,40.78145246557891
2024,2024-2025,matsumae27,matsumae27_T5,2024-07-11 01:08:54,2024-07-11 08:53:54,2024-07-11,485.3,11,5.083055555555555,42.52903017979958
2024,2024-2025,matsumae27,matsumae27_T9,2024-07-17 01:11:54,2024-07-17 08:48:54,2024-07-17,762.8,13,4.816666666666666,42.385773465749374
2024,2024-2025,matsumae27,matsumae27_T13,2024-08-07 01:33:55,2024-08-07 10:00:54,2024-08-07,202.7,3,5.8175,41.5330590163009
2024,2024-2025,matsumae28,matsumae28_T18,2024-07-16 01:23:35,2024-07-16 07:14:35,2024-07-16,537.4,10,2.865277777777778,47.259591210436525
2024,2024-2025,matsumae28,matsumae28_T22,2024-07-17 01:11:35,2024-07-17 07:54:34,2024-07-17,878.3000000000001,15,3.1830555555555557,49.3067521962803
2024,2024-2025,matsumae28,matsumae28_T37,2024-10-18 03:19:34,2024-10-18 08:01:34,2024-10-18,80.6,3,1.5505555555555557,39.98350273395049
2024,2024-2025,matsumae28,matsumae28_T38,2024-10-26 03:16:34,2024-10-26 08:44:34,2024-10-26,54.9,2,2.3855555555555554,45.38744599444234
2024,2024-2025,matsumae28,matsumae28_T39,2024-10-26 10:42:35,2024-10-26 15:01:35,2024-10-26,54.9,2,0.03305555555555556,45.41552658107453
2024,2024-2025,matsumae28,matsumae28_T44,2024-11-10 03:46:34,2024-11-10 08:49:35,2024-11-10,165.0,4,2.2672222222222222,39.72302604992636
