line_number_1based,vessel_id,ts,prev_ts,lat,long,lat_dd,long_dd
22734,matsumae04,2023-09-06 08:30:50,,4129.992,13959.446,41.499867,139.990767
22736,matsumae07,2023-09-06 08:31:34,,4131.734,13955.568,41.5289,139.926133
22738,matsumae07,2023-09-06 08:32:34,,4131.735,13955.572,41.528917,139.9262
22740,matsumae07,2023-09-06 08:33:35,,4131.737,13955.576,41.52895,139.926267
22742,matsumae07,2023-09-06 08:34:34,,4131.739,13955.581,41.528983,139.92635
22744,matsumae07,2023-09-06 08:35:34,,4131.708,13955.776,41.528467,139.9296
22746,matsumae07,2023-09-06 08:36:34,,4131.62,13955.939,41.527,139.932317
22748,matsumae07,2023-09-06 08:37:34,,4131.531,13956.101,41.525517,139.935017
22750,matsumae07,2023-09-06 08:38:34,,4131.445,13956.272,41.524083,139.937867
22752,matsumae07,2023-09-06 08:39:34,,4131.365,13956.444,41.52275,139.940733
22754,matsumae07,2023-09-06 08:40:34,,4131.307,13956.553,41.521783,139.94255
22756,matsumae07,2023-09-06 08:41:34,,4131.271,13956.589,41.521183,139.94315
22758,matsumae07,2023-09-06 08:42:35,,4131.196,13956.754,41.519933,139.9459
22760,matsumae07,2023-09-06 08:43:35,,4131.119,13956.921,41.51865,139.948683
22762,matsumae07,2023-09-06 08:44:34,,4131.034,13957.08,41.517233,139.951333
22764,matsumae07,2023-09-06 08:45:34,,4130.96,13957.251,41.516,139.954183
22766,matsumae07,2023-09-06 08:46:35,,4130.89,13957.421,41.514833,139.957017
22768,matsumae07,2023-09-06 08:47:35,,4130.813,13957.587,41.51355,139.959783
22770,matsumae07,2023-09-06 08:48:34,,4130.739,13957.752,41.512317,139.962533
22772,matsumae07,2023-09-06 08:49:34,,4130.662,13957.915,41.511033,139.96525
22774,matsumae07,2023-09-06 08:50:34,,4130.586,13958.079,41.509767,139.967983
22776,matsumae07,2023-09-06 08:51:35,,4130.508,13958.242,41.508467,139.9707
22778,matsumae07,2023-09-06 08:52:35,,4130.433,13958.407,41.507217,139.97345
22780,matsumae07,2023-09-06 08:53:35,,4130.359,13958.572,41.505983,139.9762
22782,matsumae07,2023-09-06 08:54:34,,4130.284,13958.739,41.504733,139.978983
22784,matsumae07,2023-09-06 08:55:35,,4130.207,13958.902,41.50345,139.9817
22786,matsumae07,2023-09-06 08:56:34,,4130.125,13959.073,41.502083,139.98455
22788,matsumae07,2023-09-06 08:57:34,,4130.043,13959.244,41.500717,139.9874
22790,matsumae07,2023-09-06 08:58:34,,4129.968,13959.423,41.499467,139.990383
22792,matsumae07,2023-09-06 08:59:34,,4129.904,13959.605,41.4984,139.993417
22794,matsumae07,2023-09-06 09:00:35,,4129.86,13959.801,41.497667,139.996683
22796,matsumae07,2023-09-06 09:01:35,,4129.819,13959.994,41.496983,139.9999
22798,matsumae07,2023-09-06 09:02:34,,4129.775,14000.189,41.49625,140.00315
22800,matsumae07,2023-09-06 09:03:35,,4129.725,14000.384,41.495417,140.0064
22802,matsumae07,2023-09-06 09:04:35,,4129.699,14000.58,41.494983,140.009667
22804,matsumae07,2023-09-06 09:05:35,,4129.683,14000.778,41.494717,140.012967
22806,matsumae07,2023-09-06 09:06:35,,4129.561,14000.833,41.492683,140.013883
22808,matsumae07,2023-09-06 09:07:35,,4129.563,14000.871,41.492717,140.014517
22810,matsumae12,2023-09-11 01:32:50,,4132.601,13959.42,41.54335,139.990333
22812,matsumae12,2023-09-11 01:34:50,,4132.604,13959.421,41.5434,139.99035
22814,matsumae12,2023-09-11 01:36:49,,4132.597,13959.419,41.543283,139.990317
22816,matsumae12,2023-09-11 01:37:49,,4132.599,13959.421,41.543317,139.99035
22818,matsumae12,2023-09-11 01:38:50,,4132.591,13959.437,41.543183,139.990617
22820,matsumae12,2023-09-11 01:39:49,,4132.626,13959.421,41.543767,139.99035
22822,matsumae12,2023-09-11 01:41:49,,4132.733,13959.313,41.54555,139.98855
22824,matsumae12,2023-09-11 01:42:50,,4132.772,13959.192,41.5462,139.986533
22826,matsumae12,2023-09-11 01:43:49,,4132.763,13959.045,41.54605,139.984083
22828,matsumae12,2023-09-11 01:44:49,,4132.766,13958.897,41.5461,139.981617
22830,matsumae12,2023-09-11 01:45:49,,4132.769,13958.752,41.54615,139.9792
22832,matsumae12,2023-09-11 01:46:49,,4132.772,13958.611,41.5462,139.97685
22834,matsumae12,2023-09-11 01:47:49,,4132.776,13958.471,41.546267,139.974517
22836,matsumae12,2023-09-11 01:48:50,,4132.782,13958.329,41.546367,139.97215
22838,matsumae12,2023-09-11 01:49:49,,4132.787,13958.186,41.54645,139.969767
22840,matsumae12,2023-09-11 01:50:49,,4132.795,13958.048,41.546583,139.967467
22842,matsumae12,2023-09-11 01:51:49,,4132.801,13957.912,41.546683,139.9652
22844,matsumae12,2023-09-11 01:52:49,,4132.801,13957.776,41.546683,139.962933
22846,matsumae12,2023-09-11 01:53:49,,4132.801,13957.641,41.546683,139.960683
22848,matsumae12,2023-09-11 01:54:49,,4132.797,13957.506,41.546617,139.958433
22850,matsumae12,2023-09-11 01:55:49,,4132.793,13957.369,41.54655,139.95615
22852,matsumae12,2023-09-11 01:56:49,,4132.788,13957.231,41.546467,139.95385
22854,matsumae12,2023-09-11 01:57:49,,4132.783,13957.089,41.546383,139.951483
22856,matsumae24,2023-09-11 01:58:39,,4128.923,14001.326,41.48205,140.0221
22858,matsumae12,2023-09-11 01:58:50,,4132.778,13956.945,41.5463,139.949083
22861,matsumae24,2023-09-11 01:59:39,,4128.92,14001.326,41.482,140.0221
22863,matsumae04,2023-09-11 01:59:49,,4129.017,14001.063,41.483617,140.017717
22865,matsumae12,2023-09-11 01:59:49,,4132.777,13956.799,41.546283,139.94665
22867,matsumae24,2023-09-11 02:00:39,,4128.923,14001.327,41.48205,140.022117
22869,matsumae12,2023-09-11 02:00:49,,4132.775,13956.654,41.54625,139.944233
22871,matsumae04,2023-09-11 02:00:49,,4129.074,14000.914,41.484567,140.015233
22873,matsumae07,2023-09-11 02:01:34,,4129.572,14000.881,41.492867,140.014683
22875,matsumae24,2023-09-11 02:01:39,,4128.921,14001.326,41.482017,140.0221
22877,matsumae04,2023-09-11 02:01:50,,4129.14,14000.737,41.485667,140.012283
22879,matsumae12,2023-09-11 02:01:50,,4132.771,13956.507,41.546183,139.941783
22882,matsumae07,2023-09-11 02:02:35,,4129.529,14000.837,41.49215,140.01395
22884,matsumae24,2023-09-11 02:02:40,,4128.917,14001.325,41.48195,140.022083
22886,matsumae04,2023-09-11 02:02:50,,4129.207,14000.542,41.486783,140.009033
22888,matsumae12,2023-09-11 02:02:50,,4132.767,13956.359,41.546117,139.939317
22890,matsumae19,2023-09-11 02:03:24,,4129.13,14001.094,41.4855,140.018233
22892,matsumae07,2023-09-11 02:03:34,,4129.625,14000.831,41.49375,140.01385
22894,matsumae24,2023-09-11 02:03:40,,4128.862,14001.36,41.481033,140.022667
22896,matsumae04,2023-09-11 02:03:50,,4129.272,14000.345,41.487867,140.00575
22898,matsumae12,2023-09-11 02:03:50,,4132.763,13956.212,41.54605,139.936867
22900,matsumae19,2023-09-11 02:04:24,,4129.128,14001.093,41.485467,140.018217
22902,matsumae07,2023-09-11 02:04:34,,4129.653,14000.765,41.494217,140.01275
22904,matsumae24,2023-09-11 02:04:39,,4128.786,14001.427,41.479767,140.023783
22906,matsumae04,2023-09-11 02:04:50,,4129.305,14000.137,41.488417,140.002283
22908,matsumae12,2023-09-11 02:04:50,,4132.762,13956.104,41.546033,139.935067
22910,matsumae11,2023-09-11 02:05:00,,4132.757,13958.832,41.54595,139.980533
22912,matsumae19,2023-09-11 02:05:25,,4129.127,14001.094,41.48545,140.018233
22914,matsumae07,2023-09-11 02:05:34,,4129.611,14000.625,41.493517,140.010417
22916,matsumae24,2023-09-11 02:05:40,,4128.724,14001.282,41.478733,140.021367
22918,matsumae04,2023-09-11 02:05:50,,4129.312,13959.926,41.488533,139.998767
22920,matsumae12,2023-09-11 02:05:50,,4132.768,13956.079,41.546133,139.93465
22922,matsumae11,2023-09-11 02:06:00,,4132.777,13958.689,41.546283,139.97815
22924,matsumae19,2023-09-11 02:06:25,,4129.127,14001.093,41.48545,140.018217
22926,matsumae07,2023-09-11 02:06:34,,4129.582,14000.474,41.493033,140.0079
22928,matsumae24,2023-09-11 02:06:40,,4128.741,14001.081,41.479017,140.018017
22930,matsumae04,2023-09-11 02:06:49,,4129.306,13959.713,41.488433,139.995217
22932,matsumae12,2023-09-11 02:06:49,,4132.773,13956.068,41.546217,139.934467
22934,matsumae19,2023-09-11 02:07:24,,4129.127,14001.093,41.48545,140.018217
22936,matsumae07,2023-09-11 02:07:34,,4129.548,14000.328,41.492467,140.005467
22938,matsumae24,2023-09-11 02:07:40,,4128.763,14000.871,41.479383,140.014517
22940,matsumae12,2023-09-11 02:07:50,,4132.781,13956.06,41.54635,139.934333
22942,matsumae04,2023-09-11 02:07:50,,4129.304,13959.5,41.4884,139.991667
22944,matsumae11,2023-09-11 02:07:59,,4132.808,13958.401,41.5468,139.97335
22946,matsumae19,2023-09-11 02:08:25,,4129.127,14001.093,41.48545,140.018217
22948,matsumae07,2023-09-11 02:08:34,,4129.523,14000.179,41.49205,140.002983
22950,matsumae24,2023-09-11 02:08:39,,4128.797,14000.665,41.47995,140.011083
22952,matsumae12,2023-09-11 02:08:49,,4132.787,13956.055,41.54645,139.93425
22954,matsumae04,2023-09-11 02:08:49,,4129.299,13959.285,41.488317,139.988083
22956,matsumae11,2023-09-11 02:08:59,,4132.836,13958.261,41.547267,139.971017
22958,matsumae19,2023-09-11 02:09:25,,4129.127,14001.093,41.48545,140.018217
22960,matsumae07,2023-09-11 02:09:34,,4129.492,14000.033,41.491533,140.00055
22962,matsumae24,2023-09-11 02:09:40,,4128.868,14000.479,41.481133,140.007983
22964,matsumae12,2023-09-11 02:09:49,,4132.795,13956.05,41.546583,139.934167
22966,matsumae04,2023-09-11 02:09:49,,4129.295,13959.071,41.48825,139.984517
22968,matsumae11,2023-09-11 02:09:59,,4132.843,13958.118,41.547383,139.968633
22970,matsumae19,2023-09-11 02:10:25,,4129.151,14001.091,41.48585,140.018183
22972,matsumae07,2023-09-11 02:10:34,,4129.461,13959.884,41.491017,139.998067
22974,matsumae08,2023-09-11 02:10:39,,4129.594,14000.92,41.493233,140.015333
22976,matsumae24,2023-09-11 02:10:39,,4128.934,14000.289,41.482233,140.004817
22978,matsumae04,2023-09-11 02:10:49,,4129.294,13958.854,41.488233,139.9809
22980,matsumae12,2023-09-11 02:10:49,,4132.801,13956.047,41.546683,139.934117
22982,matsumae11,2023-09-11 02:10:59,,4132.852,13957.977,41.547533,139.966283
22984,matsumae19,2023-09-11 02:11:25,,4129.106,14001.142,41.4851,140.019033
22986,matsumae07,2023-09-11 02:11:34,,4129.433,13959.736,41.49055,139.9956
22988,matsumae24,2023-09-11 02:11:39,,4128.999,14000.101,41.483317,140.001683
22990,matsumae08,2023-09-11 02:11:39,,4129.593,14000.92,41.493217,140.015333
22992,matsumae12,2023-09-11 02:11:49,,4132.81,13956.044,41.546833,139.934067
22994,matsumae04,2023-09-11 02:11:49,,4129.29,13958.64,41.488167,139.977333
22996,matsumae11,2023-09-11 02:11:59,,4132.858,13957.834,41.547633,139.9639
22998,matsumae19,2023-09-11 02:12:25,,4129.016,14001.167,41.4836,140.01945
23000,matsumae07,2023-09-11 02:12:34,,4129.406,13959.588,41.4901,139.993133
23002,matsumae24,2023-09-11 02:12:39,,4129.058,13959.907,41.4843,139.99845
23004,matsumae08,2023-09-11 02:12:39,,4129.583,14000.903,41.49305,140.01505
23006,matsumae12,2023-09-11 02:12:49,,4132.818,13956.041,41.546967,139.934017
23008,matsumae04,2023-09-11 02:12:49,,4129.286,13958.424,41.4881,139.973733
23010,matsumae11,2023-09-11 02:12:59,,4132.854,13957.696,41.547567,139.9616
23012,matsumae19,2023-09-11 02:13:24,,4128.948,14001.011,41.482467,140.01685
23014,matsumae07,2023-09-11 02:13:34,,4129.373,13959.441,41.48955,139.990683
23016,matsumae24,2023-09-11 02:13:40,,4129.118,13959.714,41.4853,139.995233
23018,matsumae08,2023-09-11 02:13:40,,4129.525,14000.864,41.492083,140.0144
23020,matsumae04,2023-09-11 02:13:49,,4129.282,13958.208,41.488033,139.970133
23022,matsumae12,2023-09-11 02:13:49,,4132.821,13956.04,41.547017,139.934
23024,matsumae11,2023-09-11 02:13:59,,4132.855,13957.556,41.547583,139.959267
23026,matsumae19,2023-09-11 02:14:24,,4128.847,14000.866,41.480783,140.014433
23028,matsumae07,2023-09-11 02:14:35,,4129.343,13959.292,41.48905,139.9882
23030,matsumae08,2023-09-11 02:14:39,,4129.59,14000.828,41.493167,140.0138
23032,matsumae24,2023-09-11 02:14:39,,4129.19,13959.532,41.4865,139.9922
23034,matsumae12,2023-09-11 02:14:50,,4132.822,13956.04,41.547033,139.934
23036,matsumae04,2023-09-11 02:14:50,,4129.278,13957.993,41.487967,139.96655
23038,matsumae11,2023-09-11 02:14:59,,4132.854,13957.414,41.547567,139.9569
23040,matsumae19,2023-09-11 02:15:24,,4128.859,14000.664,41.480983,140.011067
23042,matsumae07,2023-09-11 02:15:35,,4129.318,13959.142,41.488633,139.9857
23044,matsumae08,2023-09-11 02:15:39,,4129.668,14000.809,41.494467,140.013483
23046,matsumae24,2023-09-11 02:15:39,,4129.293,13959.372,41.488217,139.989533
23048,matsumae04,2023-09-11 02:15:49,,4129.277,13957.777,41.48795,139.96295
23050,matsumae12,2023-09-11 02:15:49,,4132.823,13956.039,41.54705,139.933983
23052,matsumae11,2023-09-11 02:15:59,,4132.847,13957.274,41.54745,139.954567
23054,matsumae19,2023-09-11 02:16:25,,4128.907,14000.478,41.481783,140.007967
23056,matsumae07,2023-09-11 02:16:35,,4129.295,13958.989,41.48825,139.98315
23058,matsumae24,2023-09-11 02:16:39,,4129.391,13959.207,41.48985,139.986783
23060,matsumae08,2023-09-11 02:16:39,,4129.643,14000.675,41.49405,140.01125
23062,matsumae04,2023-09-11 02:16:49,,4129.276,13957.561,41.487933,139.95935
23064,matsumae12,2023-09-11 02:16:49,,4132.825,13956.038,41.547083,139.933967
23066,matsumae11,2023-09-11 02:16:59,,4132.83,13957.137,41.547167,139.952283
23068,matsumae19,2023-09-11 02:17:24,,4128.979,14000.304,41.482983,140.005067
23070,matsumae07,2023-09-11 02:17:34,,4129.268,13958.838,41.4878,139.980633
23072,matsumae24,2023-09-11 02:17:39,,4129.499,13959.049,41.49165,139.98415
23074,matsumae08,2023-09-11 02:17:39,,4129.614,14000.524,41.493567,140.008733
23076,matsumae04,2023-09-11 02:17:50,,4129.329,13957.374,41.488817,139.956233
23078,matsumae12,2023-09-11 02:17:50,,4132.827,13956.038,41.547117,139.933967
23080,matsumae11,2023-09-11 02:17:59,,4132.827,13956.993,41.547117,139.949883
23082,matsumae19,2023-09-11 02:18:24,,4129.062,14000.136,41.484367,140.002267
23084,matsumae07,2023-09-11 02:18:34,,4129.241,13958.689,41.48735,139.97815
23086,matsumae24,2023-09-11 02:18:40,,4129.606,13958.888,41.493433,139.981467
23088,matsumae08,2023-09-11 02:18:40,,4129.583,14000.372,41.49305,140.0062
23090,matsumae12,2023-09-11 02:18:50,,4132.862,13956.027,41.5477,139.933783
23092,matsumae04,2023-09-11 02:18:50,,4129.387,13957.192,41.489783,139.9532
23094,matsumae11,2023-09-11 02:18:59,,4132.811,13956.848,41.54685,139.947467
23096,matsumae19,2023-09-11 02:19:25,,4129.154,13959.978,41.4859,139.999633
23098,matsumae07,2023-09-11 02:19:35,,4129.216,13958.539,41.486933,139.97565
23100,matsumae24,2023-09-11 02:19:40,,4129.706,13958.72,41.4951,139.978667
23102,matsumae08,2023-09-11 02:19:40,,4129.554,14000.221,41.492567,140.003683
23104,matsumae12,2023-09-11 02:19:50,,4132.863,13956.027,41.547717,139.933783
23106,matsumae04,2023-09-11 02:19:50,,4129.374,13956.981,41.489567,139.949683
23108,matsumae11,2023-09-11 02:20:00,,4132.795,13956.704,41.546583,139.945067
23110,matsumae19,2023-09-11 02:20:24,,4129.249,13959.823,41.487483,139.99705
23112,matsumae07,2023-09-11 02:20:34,,4129.19,13958.39,41.4865,139.973167
23114,matsumae08,2023-09-11 02:20:40,,4129.525,14000.07,41.492083,140.001167
23116,matsumae24,2023-09-11 02:20:40,,4129.805,13958.553,41.49675,139.975883
23118,matsumae12,2023-09-11 02:20:49,,4132.864,13956.027,41.547733,139.933783
23120,matsumae04,2023-09-11 02:20:49,,4129.397,13956.765,41.48995,139.946083
23122,matsumae11,2023-09-11 02:20:59,,4132.743,13956.576,41.545717,139.942933
23124,matsumae19,2023-09-11 02:21:25,,4129.343,13959.666,41.48905,139.994433
23126,matsumae07,2023-09-11 02:21:34,,4129.168,13958.239,41.486133,139.97065
23128,matsumae24,2023-09-11 02:21:39,,4129.908,13958.389,41.498467,139.97315
23130,matsumae08,2023-09-11 02:21:39,,4129.5,13959.917,41.491667,139.998617
23132,matsumae04,2023-09-11 02:21:49,,4129.418,13956.549,41.4903,139.942483
23134,matsumae12,2023-09-11 02:21:49,,4132.888,13956.018,41.548133,139.933633
23136,matsumae11,2023-09-11 02:21:59,,4132.69,13956.449,41.544833,139.940817
23138,matsumae19,2023-09-11 02:22:24,,4129.438,13959.507,41.490633,139.991783
23140,matsumae07,2023-09-11 02:22:34,,4129.143,13958.088,41.485717,139.968133
23142,matsumae24,2023-09-11 02:22:40,,4130.01,13958.223,41.500167,139.970383
23144,matsumae08,2023-09-11 02:22:40,,4129.48,13959.763,41.491333,139.99605
23146,matsumae04,2023-09-11 02:22:50,,4129.441,13956.333,41.490683,139.938883
23148,matsumae12,2023-09-11 02:22:50,,4132.891,13956.016,41.548183,139.9336
23150,matsumae11,2023-09-11 02:22:59,,4132.642,13956.319,41.544033,139.93865
23152,matsumae19,2023-09-11 02:23:24,,4129.532,13959.348,41.4922,139.989133
23154,matsumae07,2023-09-11 02:23:34,,4129.115,13957.939,41.48525,139.96565
23156,matsumae08,2023-09-11 02:23:39,,4129.46,13959.609,41.491,139.993483
23158,matsumae24,2023-09-11 02:23:39,,4130.115,13958.063,41.501917,139.967717
23160,matsumae12,2023-09-11 02:23:50,,4132.891,13956.016,41.548183,139.9336
23162,matsumae04,2023-09-11 02:23:50,,4129.458,13956.23,41.490967,139.937167
23164,matsumae11,2023-09-11 02:23:59,,4132.603,13956.181,41.543383,139.93635
23166,matsumae19,2023-09-11 02:24:24,,4129.628,13959.187,41.4938,139.98645
23168,matsumae07,2023-09-11 02:24:34,,4129.089,13957.791,41.484817,139.963183
23170,matsumae08,2023-09-11 02:24:40,,4129.44,13959.454,41.490667,139.9909
23172,matsumae24,2023-09-11 02:24:40,,4130.22,13957.899,41.503667,139.964983
23174,matsumae12,2023-09-11 02:24:49,,4132.906,13956.016,41.548433,139.9336
23176,matsumae04,2023-09-11 02:24:49,,4129.468,13956.218,41.491133,139.936967
23178,matsumae11,2023-09-11 02:24:59,,4132.576,13956.037,41.542933,139.93395
23180,matsumae19,2023-09-11 02:25:25,,4129.727,13959.027,41.49545,139.983783
23182,matsumae07,2023-09-11 02:25:34,,4129.068,13957.641,41.484467,139.960683
23184,matsumae24,2023-09-11 02:25:39,,4130.324,13957.737,41.5054,139.962283
23186,matsumae08,2023-09-11 02:25:39,,4129.422,13959.299,41.490367,139.988317
23188,matsumae12,2023-09-11 02:25:50,,4132.906,13956.016,41.548433,139.9336
23190,matsumae04,2023-09-11 02:25:50,,4129.475,13956.208,41.49125,139.9368
23192,matsumae11,2023-09-11 02:25:59,,4132.555,13955.915,41.542583,139.931917
23194,matsumae19,2023-09-11 02:26:24,,4129.827,13958.866,41.497117,139.9811
23196,matsumae07,2023-09-11 02:26:34,,4129.048,13957.49,41.484133,139.958167
23198,matsumae24,2023-09-11 02:26:39,,4130.434,13957.58,41.507233,139.959667
23200,matsumae08,2023-09-11 02:26:39,,4129.402,13959.143,41.490033,139.985717
23202,matsumae04,2023-09-11 02:26:50,,4129.483,13956.2,41.491383,139.936667
23204,matsumae12,2023-09-11 02:26:50,,4132.908,13956.016,41.548467,139.9336
23206,matsumae11,2023-09-11 02:26:59,,4132.556,13955.885,41.5426,139.931417
23208,matsumae19,2023-09-11 02:27:25,,4129.925,13958.703,41.49875,139.978383
23210,matsumae07,2023-09-11 02:27:34,,4129.03,13957.341,41.483833,139.955683
23212,matsumae08,2023-09-11 02:27:39,,4129.382,13958.987,41.4897,139.983117
23214,matsumae24,2023-09-11 02:27:39,,4130.54,13957.417,41.509,139.95695
23216,matsumae12,2023-09-11 02:27:49,,4132.91,13956.015,41.5485,139.933583
23218,matsumae04,2023-09-11 02:27:49,,4129.49,13956.195,41.4915,139.936583
23220,matsumae11,2023-09-11 02:28:00,,4132.564,13955.873,41.542733,139.931217
23222,matsumae19,2023-09-11 02:28:25,,4130.022,13958.54,41.500367,139.975667
23224,matsumae07,2023-09-11 02:28:34,,4129.012,13957.19,41.483533,139.953167
23226,matsumae08,2023-09-11 02:28:39,,4129.362,13958.83,41.489367,139.9805
23228,matsumae24,2023-09-11 02:28:39,,4130.644,13957.254,41.510733,139.954233
23230,matsumae12,2023-09-11 02:28:49,,4132.942,13956.011,41.549033,139.933517
23232,matsumae04,2023-09-11 02:28:49,,4129.497,13956.189,41.491617,139.936483
23234,matsumae11,2023-09-11 02:28:59,,4132.572,13955.865,41.542867,139.931083
23236,matsumae19,2023-09-11 02:29:25,,4130.12,13958.378,41.502,139.972967
23238,matsumae07,2023-09-11 02:29:34,,4128.998,13957.039,41.4833,139.95065
23240,matsumae08,2023-09-11 02:29:39,,4129.343,13958.673,41.48905,139.977883
23242,matsumae24,2023-09-11 02:29:39,,4130.748,13957.092,41.512467,139.951533
23244,matsumae04,2023-09-11 02:29:49,,4129.504,13956.184,41.491733,139.9364
23246,matsumae12,2023-09-11 02:29:49,,4132.953,13956.009,41.549217,139.933483
23248,matsumae11,2023-09-11 02:30:00,,4132.579,13955.86,41.542983,139.931
23250,matsumae19,2023-09-11 02:30:24,,4130.218,13958.215,41.503633,139.97025
23252,matsumae07,2023-09-11 02:30:35,,4128.977,13956.893,41.48295,139.948217
23254,matsumae08,2023-09-11 02:30:39,,4129.324,13958.517,41.488733,139.975283
23256,matsumae24,2023-09-11 02:30:39,,4130.854,13956.929,41.514233,139.948817
23258,matsumae04,2023-09-11 02:30:49,,4129.512,13956.179,41.491867,139.936317
23260,matsumae12,2023-09-11 02:30:49,,4132.948,13955.999,41.549133,139.933317
23262,matsumae11,2023-09-11 02:31:00,,4132.588,13955.856,41.543133,139.930933
23264,matsumae19,2023-09-11 02:31:24,,4130.311,13958.064,41.505183,139.967733
23266,matsumae07,2023-09-11 02:31:35,,4129.0,13956.803,41.483333,139.946717
23268,matsumae24,2023-09-11 02:31:39,,4130.955,13956.764,41.515917,139.946067
23270,matsumae08,2023-09-11 02:31:39,,4129.305,13958.36,41.488417,139.972667
23272,matsumae12,2023-09-11 02:31:49,,4132.948,13956.0,41.549133,139.933333
23274,matsumae04,2023-09-11 02:31:49,,4129.519,13956.175,41.491983,139.93625
23276,matsumae11,2023-09-11 02:32:00,,4132.598,13955.852,41.5433,139.930867
23278,matsumae19,2023-09-11 02:32:24,,4130.366,13957.975,41.5061,139.96625
23280,matsumae07,2023-09-11 02:32:35,,4129.025,13956.796,41.48375,139.9466
23282,matsumae08,2023-09-11 02:32:39,,4129.286,13958.206,41.4881,139.9701
23284,matsumae24,2023-09-11 02:32:39,,4131.055,13956.604,41.517583,139.9434
23286,matsumae04,2023-09-11 02:32:50,,4129.527,13956.17,41.492117,139.936167
23288,matsumae12,2023-09-11 02:32:50,,4132.948,13956.0,41.549133,139.933333
23290,matsumae11,2023-09-11 02:32:59,,4132.607,13955.849,41.54345,139.930817
23292,matsumae19,2023-09-11 02:33:24,,4130.424,13957.888,41.507067,139.9648
23294,matsumae07,2023-09-11 02:33:35,,4129.043,13956.795,41.48405,139.946583
23296,matsumae08,2023-09-11 02:33:40,,4129.258,13958.054,41.487633,139.967567
23298,matsumae24,2023-09-11 02:33:40,,4131.135,13956.473,41.518917,139.941217
23300,matsumae12,2023-09-11 02:33:50,,4132.949,13956.0,41.54915,139.933333
23302,matsumae04,2023-09-11 02:33:50,,4129.536,13956.165,41.492267,139.936083
23304,matsumae11,2023-09-11 02:33:59,,4132.616,13955.846,41.5436,139.930767
23306,matsumae19,2023-09-11 02:34:25,,4130.475,13957.797,41.507917,139.963283
23308,matsumae07,2023-09-11 02:34:34,,4129.055,13956.795,41.48425,139.946583
23310,matsumae08,2023-09-11 02:34:39,,4129.218,13957.913,41.486967,139.965217
23312,matsumae24,2023-09-11 02:34:39,,4131.217,13956.347,41.520283,139.939117
23314,matsumae12,2023-09-11 02:34:49,,4132.951,13956.001,41.549183,139.93335
23316,matsumae04,2023-09-11 02:34:49,,4129.544,13956.161,41.4924,139.936017
23318,matsumae11,2023-09-11 02:35:00,,4132.569,13955.782,41.542817,139.9297
23320,matsumae19,2023-09-11 02:35:24,,4130.529,13957.678,41.508817,139.9613
23322,matsumae07,2023-09-11 02:35:34,,4129.068,13956.795,41.484467,139.946583
23324,matsumae08,2023-09-11 02:35:39,,4129.162,13957.799,41.486033,139.963317
23326,matsumae24,2023-09-11 02:35:39,,4131.344,13956.312,41.5224,139.938533
23328,matsumae04,2023-09-11 02:35:49,,4129.545,13956.144,41.492417,139.935733
23330,matsumae12,2023-09-11 02:35:49,,4132.953,13956.002,41.549217,139.933367
23332,matsumae11,2023-09-11 02:36:00,,4132.47,13955.778,41.541167,139.929633
23334,matsumae19,2023-09-11 02:36:24,,4130.582,13957.558,41.5097,139.9593
23336,matsumae07,2023-09-11 02:36:35,,4129.078,13956.794,41.484633,139.946567
23338,matsumae24,2023-09-11 02:36:40,,4131.468,13956.258,41.524467,139.937633
23340,matsumae08,2023-09-11 02:36:40,,4129.092,13957.693,41.484867,139.96155
23342,matsumae04,2023-09-11 02:36:49,,4129.463,13956.07,41.49105,139.9345
23344,matsumae12,2023-09-11 02:36:49,,4132.989,13956.005,41.549817,139.933417
23346,matsumae11,2023-09-11 02:37:00,,4132.371,13955.795,41.539517,139.929917
23348,matsumae19,2023-09-11 02:37:25,,4130.636,13957.438,41.5106,139.9573
23350,matsumae07,2023-09-11 02:37:35,,4129.088,13956.791,41.4848,139.946517
23352,matsumae08,2023-09-11 02:37:39,,4129.018,13957.598,41.483633,139.959967
23354,matsumae24,2023-09-11 02:37:39,,4131.587,13956.183,41.52645,139.936383
23356,matsumae04,2023-09-11 02:37:49,,4129.381,13956.0,41.489683,139.933333
23358,matsumae12,2023-09-11 02:37:49,,4132.997,13956.004,41.54995,139.9334
23360,matsumae11,2023-09-11 02:37:59,,4132.269,13955.795,41.537817,139.929917
23362,matsumae19,2023-09-11 02:38:25,,4130.686,13957.318,41.511433,139.9553
23364,matsumae07,2023-09-11 02:38:35,,4129.098,13956.787,41.484967,139.94645
23366,matsumae08,2023-09-11 02:38:39,,4128.943,13957.506,41.482383,139.958433
23368,matsumae24,2023-09-11 02:38:39,,4131.701,13956.1,41.52835,139.935
23370,matsumae12,2023-09-11 02:38:49,,4133.005,13956.001,41.550083,139.93335
23372,matsumae04,2023-09-11 02:38:49,,4129.287,13955.948,41.488117,139.932467
23374,matsumae11,2023-09-11 02:38:59,,4132.169,13955.797,41.53615,139.92995
23376,matsumae19,2023-09-11 02:39:24,,4130.738,13957.198,41.5123,139.9533
23378,matsumae07,2023-09-11 02:39:35,,4129.107,13956.783,41.485117,139.946383
23380,matsumae08,2023-09-11 02:39:40,,4128.869,13957.413,41.48115,139.956883
23382,matsumae24,2023-09-11 02:39:40,,4131.795,13956.001,41.529917,139.93335
