line_number_1based,vessel_id,ts,prev_ts,lat,long,lat_dd,long_dd
38729,matsumae16,2023-09-21 13:30:19,,4129.556,14000.898,41.4926,140.014967
38731,matsumae16,2023-09-21 13:31:19,,4129.556,14000.898,41.4926,140.014967
38733,matsumae16,2023-09-21 13:32:19,,4129.556,14000.898,41.4926,140.014967
38735,matsumae16,2023-09-21 13:33:19,,4129.556,14000.898,41.4926,140.014967
38737,matsumae16,2023-09-21 13:34:20,,4129.556,14000.898,41.4926,140.014967
38739,matsumae16,2023-09-21 13:35:20,,4129.556,14000.898,41.4926,140.014967
38741,matsumae16,2023-09-21 13:36:20,,4129.556,14000.898,41.4926,140.014967
38743,matsumae16,2023-09-21 13:37:19,,4129.556,14000.898,41.4926,140.014967
38745,matsumae16,2023-09-21 13:38:20,,4129.556,14000.898,41.4926,140.014967
38747,matsumae16,2023-09-21 13:39:19,,4129.556,14000.898,41.4926,140.014967
38749,matsumae16,2023-09-21 13:40:19,,4129.556,14000.898,41.4926,140.014967
38751,matsumae16,2023-09-21 13:41:19,,4129.556,14000.898,41.4926,140.014967
38753,matsumae16,2023-09-21 13:42:19,,4129.556,14000.898,41.4926,140.014967
38755,matsumae16,2023-09-21 13:43:19,,4129.556,14000.898,41.4926,140.014967
38757,matsumae16,2023-09-21 13:44:19,,4129.557,14000.897,41.492617,140.01495
38759,matsumae16,2023-09-21 13:45:19,,4129.557,14000.897,41.492617,140.01495
38761,matsumae16,2023-09-21 13:46:19,,4129.557,14000.897,41.492617,140.01495
38763,matsumae16,2023-09-21 13:47:19,,4129.557,14000.897,41.492617,140.01495
38765,matsumae16,2023-09-21 13:48:20,,4129.557,14000.897,41.492617,140.01495
38767,matsumae16,2023-09-21 13:49:19,,4129.557,14000.897,41.492617,140.01495
38769,matsumae16,2023-09-21 13:50:20,,4129.557,14000.897,41.492617,140.01495
38771,matsumae16,2023-09-21 13:51:20,,4129.557,14000.897,41.492617,140.01495
38773,matsumae16,2023-09-21 13:52:19,,4129.557,14000.897,41.492617,140.01495
38775,matsumae16,2023-09-21 13:53:19,,4129.557,14000.897,41.492617,140.01495
38777,matsumae16,2023-09-21 13:54:19,,4129.557,14000.897,41.492617,140.01495
38779,matsumae16,2023-09-21 13:55:20,,4129.557,14000.897,41.492617,140.01495
38781,matsumae16,2023-09-21 13:56:19,,4129.557,14000.897,41.492617,140.01495
38783,matsumae16,2023-09-21 13:57:19,,4129.557,14000.897,41.492617,140.01495
38785,matsumae16,2023-09-21 13:58:20,,4129.557,14000.897,41.492617,140.01495
38787,matsumae16,2023-09-21 13:59:20,,4129.557,14000.897,41.492617,140.01495
38789,matsumae16,2023-09-21 14:00:19,,4129.557,14000.897,41.492617,140.01495
38791,matsumae03,2023-09-23 01:22:15,,4128.877,14001.282,41.481283,140.021367
38793,matsumae03,2023-09-23 01:23:15,,4128.883,14001.294,41.481383,140.021567
38795,matsumae03,2023-09-23 01:24:15,,4128.884,14001.3,41.4814,140.021667
38797,matsumae03,2023-09-23 01:25:15,,4128.884,14001.3,41.4814,140.021667
38799,matsumae03,2023-09-23 01:26:15,,4128.884,14001.3,41.4814,140.021667
38801,matsumae03,2023-09-23 01:27:14,,4128.884,14001.3,41.4814,140.021667
38803,matsumae03,2023-09-23 01:28:14,,4128.885,14001.3,41.481417,140.021667
38805,matsumae03,2023-09-23 01:29:15,,4128.885,14001.3,41.481417,140.021667
38807,matsumae03,2023-09-23 01:30:15,,4128.885,14001.3,41.481417,140.021667
38809,matsumae03,2023-09-23 01:31:14,,4128.885,14001.3,41.481417,140.021667
38811,matsumae03,2023-09-23 01:32:15,,4128.885,14001.3,41.481417,140.021667
38813,matsumae03,2023-09-23 01:33:14,,4128.885,14001.3,41.481417,140.021667
38815,matsumae03,2023-09-23 01:34:14,,4128.885,14001.299,41.481417,140.02165
38817,matsumae03,2023-09-23 01:35:15,,4128.885,14001.299,41.481417,140.02165
38819,matsumae03,2023-09-23 01:36:14,,4128.885,14001.299,41.481417,140.02165
38821,matsumae06,2023-09-23 01:36:25,,4124.171,14007.688,41.40285,140.128133
38823,matsumae03,2023-09-23 01:37:14,,4128.885,14001.299,41.481417,140.02165
38825,matsumae03,2023-09-23 01:38:14,,4128.885,14001.299,41.481417,140.02165
38827,matsumae03,2023-09-23 01:39:14,,4128.88,14001.296,41.481333,140.0216
38829,matsumae03,2023-09-23 01:40:15,,4128.881,14001.297,41.48135,140.021617
38831,matsumae06,2023-09-23 01:40:24,,4124.16,14006.815,41.402667,140.113583
38833,matsumae03,2023-09-23 01:41:15,,4128.881,14001.297,41.48135,140.021617
38835,matsumae03,2023-09-23 01:42:14,,4128.882,14001.297,41.481367,140.021617
38837,matsumae03,2023-09-23 01:43:14,,4128.882,14001.297,41.481367,140.021617
38839,matsumae14,2023-09-23 01:43:19,,4129.597,14000.858,41.493283,140.0143
38841,matsumae03,2023-09-23 01:44:14,,4128.883,14001.297,41.481383,140.021617
38843,matsumae14,2023-09-23 01:44:19,,4129.595,14000.859,41.49325,140.014317
38845,matsumae06,2023-09-23 01:44:25,,4124.149,14005.949,41.402483,140.09915
38847,matsumae03,2023-09-23 01:45:15,,4128.883,14001.297,41.481383,140.021617
38849,matsumae14,2023-09-23 01:45:20,,4129.594,14000.859,41.493233,140.014317
38851,matsumae03,2023-09-23 01:46:14,,4128.883,14001.297,41.481383,140.021617
38853,matsumae14,2023-09-23 01:46:20,,4129.594,14000.859,41.493233,140.014317
38855,matsumae06,2023-09-23 01:46:25,,4124.166,14005.515,41.402767,140.091917
38857,matsumae03,2023-09-23 01:47:14,,4128.883,14001.297,41.481383,140.021617
38859,matsumae14,2023-09-23 01:47:20,,4129.594,14000.859,41.493233,140.014317
38861,matsumae06,2023-09-23 01:47:24,,4124.197,14005.303,41.403283,140.088383
38863,matsumae03,2023-09-23 01:48:14,,4128.883,14001.297,41.481383,140.021617
38865,matsumae14,2023-09-23 01:48:20,,4129.594,14000.859,41.493233,140.014317
38867,matsumae06,2023-09-23 01:48:25,,4124.227,14005.091,41.403783,140.08485
38869,matsumae03,2023-09-23 01:49:14,,4128.88,14001.297,41.481333,140.021617
38871,matsumae14,2023-09-23 01:49:19,,4129.594,14000.859,41.493233,140.014317
38873,matsumae06,2023-09-23 01:49:25,,4124.256,14004.877,41.404267,140.081283
38875,matsumae03,2023-09-23 01:50:15,,4128.88,14001.297,41.481333,140.021617
38877,matsumae14,2023-09-23 01:50:19,,4129.595,14000.859,41.49325,140.014317
38879,matsumae06,2023-09-23 01:50:24,,4124.315,14004.673,41.40525,140.077883
38881,matsumae03,2023-09-23 01:51:14,,4128.88,14001.297,41.481333,140.021617
38883,matsumae14,2023-09-23 01:51:20,,4129.595,14000.859,41.49325,140.014317
38885,matsumae06,2023-09-23 01:51:24,,4124.365,14004.464,41.406083,140.0744
38887,matsumae03,2023-09-23 01:52:14,,4128.881,14001.297,41.48135,140.021617
38889,matsumae14,2023-09-23 01:52:19,,4129.595,14000.859,41.49325,140.014317
38891,matsumae06,2023-09-23 01:52:24,,4124.417,14004.253,41.40695,140.070883
38893,matsumae03,2023-09-23 01:53:15,,4128.881,14001.297,41.48135,140.021617
38895,matsumae14,2023-09-23 01:53:19,,4129.595,14000.859,41.49325,140.014317
38897,matsumae06,2023-09-23 01:53:24,,4124.466,14004.039,41.407767,140.067317
38899,matsumae03,2023-09-23 01:54:14,,4128.882,14001.298,41.481367,140.021633
38901,matsumae14,2023-09-23 01:54:20,,4129.595,14000.859,41.49325,140.014317
38903,matsumae06,2023-09-23 01:54:24,,4124.52,14003.825,41.408667,140.06375
38905,matsumae03,2023-09-23 01:55:14,,4128.882,14001.298,41.481367,140.021633
38907,matsumae14,2023-09-23 01:55:19,,4129.594,14000.859,41.493233,140.014317
38909,matsumae06,2023-09-23 01:55:24,,4124.58,14003.613,41.409667,140.060217
38911,matsumae03,2023-09-23 01:56:14,,4128.883,14001.298,41.481383,140.021633
38913,matsumae14,2023-09-23 01:56:20,,4129.594,14000.859,41.493233,140.014317
38915,matsumae06,2023-09-23 01:56:25,,4124.638,14003.398,41.410633,140.056633
38917,matsumae03,2023-09-23 01:57:15,,4128.883,14001.298,41.481383,140.021633
38919,matsumae14,2023-09-23 01:57:20,,4129.594,14000.859,41.493233,140.014317
38921,matsumae06,2023-09-23 01:57:25,,4124.703,14003.185,41.411717,140.053083
38923,matsumae03,2023-09-23 01:58:15,,4128.884,14001.298,41.4814,140.021633
38925,matsumae14,2023-09-23 01:58:19,,4129.595,14000.858,41.49325,140.0143
38927,matsumae06,2023-09-23 01:58:25,,4124.785,14002.981,41.413083,140.049683
38929,matsumae12,2023-09-23 01:58:49,,4132.606,13959.418,41.543433,139.9903
38931,matsumae03,2023-09-23 01:59:14,,4128.884,14001.298,41.4814,140.021633
38933,matsumae14,2023-09-23 01:59:19,,4129.595,14000.858,41.49325,140.0143
38935,matsumae06,2023-09-23 01:59:25,,4124.887,14002.791,41.414783,140.046517
38937,matsumae03,2023-09-23 02:00:14,,4128.885,14001.298,41.481417,140.021633
38939,matsumae14,2023-09-23 02:00:20,,4129.596,14000.858,41.493267,140.0143
38941,matsumae06,2023-09-23 02:00:25,,4124.988,14002.595,41.416467,140.04325
38943,matsumae12,2023-09-23 02:00:49,,4132.59,13959.443,41.543167,139.990717
38945,matsumae03,2023-09-23 02:01:15,,4128.885,14001.298,41.481417,140.021633
38947,matsumae14,2023-09-23 02:01:20,,4129.596,14000.858,41.493267,140.0143
38949,matsumae06,2023-09-23 02:01:25,,4125.087,14002.394,41.418117,140.0399
38951,matsumae12,2023-09-23 02:01:49,,4132.617,13959.443,41.543617,139.990717
38953,matsumae03,2023-09-23 02:02:14,,4128.885,14001.298,41.481417,140.021633
38955,matsumae14,2023-09-23 02:02:19,,4129.596,14000.858,41.493267,140.0143
38957,matsumae06,2023-09-23 02:02:25,,4125.183,14002.199,41.419717,140.03665
38959,matsumae03,2023-09-23 02:03:15,,4128.886,14001.298,41.481433,140.021633
38961,matsumae14,2023-09-23 02:03:19,,4129.596,14000.858,41.493267,140.0143
38963,matsumae06,2023-09-23 02:03:25,,4125.271,14001.992,41.421183,140.0332
38965,matsumae03,2023-09-23 02:04:13,,4128.886,14001.298,41.481433,140.021633
38967,matsumae14,2023-09-23 02:04:19,,4129.596,14000.858,41.493267,140.0143
38969,matsumae06,2023-09-23 02:04:25,,4125.372,14001.797,41.422867,140.02995
38971,matsumae03,2023-09-23 02:05:14,,4128.886,14001.298,41.481433,140.021633
38973,matsumae14,2023-09-23 02:05:19,,4129.596,14000.858,41.493267,140.0143
38975,matsumae06,2023-09-23 02:05:25,,4125.471,14001.595,41.424517,140.026583
38977,matsumae03,2023-09-23 02:06:14,,4128.886,14001.298,41.481433,140.021633
38979,matsumae14,2023-09-23 02:06:19,,4129.596,14000.858,41.493267,140.0143
38981,matsumae06,2023-09-23 02:06:24,,4125.584,14001.408,41.4264,140.023467
38983,matsumae18,2023-09-23 02:07:04,,4129.57,14000.913,41.492833,140.015217
38985,matsumae03,2023-09-23 02:07:14,,4128.886,14001.298,41.481433,140.021633
38987,matsumae14,2023-09-23 02:07:19,,4129.596,14000.858,41.493267,140.0143
38989,matsumae06,2023-09-23 02:07:25,,4125.686,14001.208,41.4281,140.020133
38991,matsumae18,2023-09-23 02:08:04,,4129.572,14000.916,41.492867,140.015267
38993,matsumae03,2023-09-23 02:08:15,,4128.886,14001.297,41.481433,140.021617
38995,matsumae14,2023-09-23 02:08:19,,4129.596,14000.858,41.493267,140.0143
38997,matsumae06,2023-09-23 02:08:24,,4125.781,14001.005,41.429683,140.01675
38999,matsumae18,2023-09-23 02:09:04,,4129.575,14000.918,41.492917,140.0153
39001,matsumae03,2023-09-23 02:09:14,,4128.886,14001.297,41.481433,140.021617
39003,matsumae14,2023-09-23 02:09:19,,4129.596,14000.858,41.493267,140.0143
39005,matsumae06,2023-09-23 02:09:25,,4125.878,14000.799,41.4313,140.013317
39007,matsumae24,2023-09-23 02:09:39,,4128.921,14001.325,41.482017,140.022083
39009,matsumae18,2023-09-23 02:10:04,,4129.574,14000.919,41.4929,140.015317
39011,matsumae03,2023-09-23 02:10:14,,4128.886,14001.297,41.481433,140.021617
39013,matsumae14,2023-09-23 02:10:20,,4129.596,14000.858,41.493267,140.0143
39015,matsumae06,2023-09-23 02:10:25,,4125.991,14000.606,41.433183,140.0101
39017,matsumae24,2023-09-23 02:10:39,,4128.921,14001.328,41.482017,140.022133
39019,matsumae12,2023-09-23 02:10:50,,4132.876,13958.422,41.547933,139.9737
39021,matsumae15,2023-09-23 02:11:04,,4129.592,14000.887,41.4932,140.014783
39023,matsumae18,2023-09-23 02:11:04,,4129.574,14000.919,41.4929,140.015317
39025,matsumae03,2023-09-23 02:11:14,,4128.886,14001.297,41.481433,140.021617
39027,matsumae14,2023-09-23 02:11:19,,4129.596,14000.858,41.493267,140.0143
39029,matsumae06,2023-09-23 02:11:24,,4126.105,14000.419,41.435083,140.006983
39031,matsumae24,2023-09-23 02:11:40,,4128.92,14001.326,41.482,140.0221
39033,matsumae13,2023-09-23 02:11:44,,4129.573,14000.923,41.492883,140.015383
39035,matsumae12,2023-09-23 02:11:49,,4132.901,13958.28,41.54835,139.971333
39037,matsumae18,2023-09-23 02:12:05,,4129.574,14000.919,41.4929,140.015317
39039,matsumae15,2023-09-23 02:12:05,,4129.6,14000.888,41.493333,140.0148
39041,matsumae03,2023-09-23 02:12:15,,4128.886,14001.297,41.481433,140.021617
39043,matsumae14,2023-09-23 02:12:20,,4129.596,14000.859,41.493267,140.014317
39045,matsumae06,2023-09-23 02:12:25,,4126.224,14000.244,41.437067,140.004067
39047,matsumae24,2023-09-23 02:12:40,,4128.919,14001.327,41.481983,140.022117
39049,matsumae13,2023-09-23 02:12:44,,4129.585,14000.921,41.493083,140.01535
39051,matsumae12,2023-09-23 02:12:49,,4132.922,13958.14,41.5487,139.969
39053,matsumae15,2023-09-23 02:13:04,,4129.602,14000.887,41.493367,140.014783
39055,matsumae18,2023-09-23 02:13:04,,4129.574,14000.919,41.4929,140.015317
39057,matsumae03,2023-09-23 02:13:14,,4128.876,14001.318,41.481267,140.021967
39059,matsumae14,2023-09-23 02:13:20,,4129.596,14000.859,41.493267,140.014317
39061,matsumae06,2023-09-23 02:13:25,,4126.331,14000.057,41.43885,140.00095
39063,matsumae24,2023-09-23 02:13:40,,4128.919,14001.327,41.481983,140.022117
39065,matsumae13,2023-09-23 02:13:45,,4129.585,14000.92,41.493083,140.015333
39067,matsumae12,2023-09-23 02:13:49,,4132.919,13957.999,41.54865,139.96665
39069,matsumae18,2023-09-23 02:14:04,,4129.574,14000.919,41.4929,140.015317
39071,matsumae15,2023-09-23 02:14:04,,4129.602,14000.887,41.493367,140.014783
39073,matsumae03,2023-09-23 02:14:14,,4128.876,14001.343,41.481267,140.022383
39075,matsumae14,2023-09-23 02:14:20,,4129.597,14000.859,41.493283,140.014317
39077,matsumae06,2023-09-23 02:14:25,,4126.445,13959.876,41.44075,139.997933
39079,matsumae24,2023-09-23 02:14:40,,4128.92,14001.327,41.482,140.022117
39081,matsumae13,2023-09-23 02:14:45,,4129.583,14000.919,41.49305,140.015317
39083,matsumae12,2023-09-23 02:14:49,,4132.912,13957.857,41.548533,139.964283
39085,matsumae15,2023-09-23 02:15:04,,4129.601,14000.887,41.49335,140.014783
39087,matsumae18,2023-09-23 02:15:04,,4129.574,14000.919,41.4929,140.015317
39089,matsumae03,2023-09-23 02:15:14,,4128.813,14001.421,41.480217,140.023683
39091,matsumae14,2023-09-23 02:15:19,,4129.597,14000.858,41.493283,140.0143
39093,matsumae06,2023-09-23 02:15:25,,4126.554,13959.687,41.442567,139.994783
39095,matsumae24,2023-09-23 02:15:39,,4128.907,14001.311,41.481783,140.02185
39097,matsumae13,2023-09-23 02:15:44,,4129.583,14000.919,41.49305,140.015317
39099,matsumae12,2023-09-23 02:15:50,,4132.902,13957.714,41.548367,139.9619
39101,matsumae18,2023-09-23 02:16:05,,4129.573,14000.919,41.492883,140.015317
39103,matsumae15,2023-09-23 02:16:05,,4129.601,14000.887,41.49335,140.014783
39105,matsumae03,2023-09-23 02:16:14,,4128.755,14001.355,41.47925,140.022583
39107,matsumae14,2023-09-23 02:16:19,,4129.597,14000.858,41.493283,140.0143
39109,matsumae06,2023-09-23 02:16:25,,4126.665,13959.5,41.444417,139.991667
39111,matsumae24,2023-09-23 02:16:40,,4128.853,14001.371,41.480883,140.02285
39113,matsumae13,2023-09-23 02:16:44,,4129.583,14000.919,41.49305,140.015317
39115,matsumae12,2023-09-23 02:16:49,,4132.89,13957.573,41.548167,139.95955
39117,matsumae18,2023-09-23 02:17:05,,4129.573,14000.919,41.492883,140.015317
39119,matsumae15,2023-09-23 02:17:05,,4129.601,14000.887,41.49335,140.014783
39121,matsumae22,2023-09-23 02:17:09,,4129.137,14001.078,41.485617,140.017967
39123,matsumae03,2023-09-23 02:17:15,,4128.728,14001.163,41.4788,140.019383
39125,matsumae14,2023-09-23 02:17:20,,4129.597,14000.858,41.493283,140.0143
39127,matsumae06,2023-09-23 02:17:25,,4126.781,13959.318,41.44635,139.988633
39129,matsumae24,2023-09-23 02:17:40,,4128.79,14001.43,41.479833,140.023833
39131,matsumae13,2023-09-23 02:17:45,,4129.583,14000.919,41.49305,140.015317
39133,matsumae12,2023-09-23 02:17:50,,4132.882,13957.431,41.548033,139.957183
39135,matsumae18,2023-09-23 02:18:04,,4129.573,14000.919,41.492883,140.015317
39137,matsumae15,2023-09-23 02:18:04,,4129.601,14000.887,41.49335,140.014783
39139,matsumae22,2023-09-23 02:18:09,,4129.138,14001.079,41.485633,140.017983
39141,matsumae03,2023-09-23 02:18:15,,4128.752,14000.943,41.4792,140.015717
39143,matsumae14,2023-09-23 02:18:19,,4129.597,14000.858,41.493283,140.0143
39145,matsumae06,2023-09-23 02:18:24,,4126.898,13959.132,41.4483,139.985533
39147,matsumae24,2023-09-23 02:18:40,,4128.735,14001.307,41.478917,140.021783
39149,matsumae13,2023-09-23 02:18:44,,4129.583,14000.919,41.49305,140.015317
39151,matsumae12,2023-09-23 02:18:50,,4132.879,13957.324,41.547983,139.9554
39153,matsumae15,2023-09-23 02:19:05,,4129.601,14000.887,41.49335,140.014783
39155,matsumae18,2023-09-23 02:19:05,,4129.573,14000.919,41.492883,140.015317
39157,matsumae22,2023-09-23 02:19:09,,4129.137,14001.079,41.485617,140.017983
39159,matsumae03,2023-09-23 02:19:15,,4128.786,14000.711,41.479767,140.01185
39161,matsumae14,2023-09-23 02:19:20,,4129.597,14000.859,41.493283,140.014317
39163,matsumae06,2023-09-23 02:19:24,,4127.015,13958.949,41.45025,139.982483
39165,matsumae24,2023-09-23 02:19:39,,4128.742,14001.159,41.479033,140.019317
39167,matsumae13,2023-09-23 02:19:44,,4129.583,14000.919,41.49305,140.015317
39169,matsumae12,2023-09-23 02:19:50,,4132.872,13957.204,41.547867,139.9534
39171,matsumae21,2023-09-23 02:19:55,,4129.117,14001.111,41.485283,140.018517
39173,matsumae15,2023-09-23 02:20:04,,4129.601,14000.887,41.49335,140.014783
39175,matsumae18,2023-09-23 02:20:04,,4129.573,14000.919,41.492883,140.015317
39177,matsumae22,2023-09-23 02:20:10,,4129.137,14001.078,41.485617,140.017967
39179,matsumae03,2023-09-23 02:20:15,,4128.835,14000.469,41.480583,140.007817
39181,matsumae14,2023-09-23 02:20:19,,4129.597,14000.859,41.493283,140.014317
39183,matsumae06,2023-09-23 02:20:24,,4127.15,13958.785,41.4525,139.97975
39185,matsumae24,2023-09-23 02:20:39,,4128.765,14001.003,41.479417,140.016717
39187,matsumae13,2023-09-23 02:20:44,,4129.583,14000.919,41.49305,140.015317
39189,matsumae12,2023-09-23 02:20:49,,4132.868,13957.082,41.5478,139.951367
39191,matsumae21,2023-09-23 02:20:54,,4129.124,14001.098,41.4854,140.0183
39193,matsumae18,2023-09-23 02:21:05,,4129.573,14000.919,41.492883,140.015317
39195,matsumae15,2023-09-23 02:21:05,,4129.601,14000.887,41.49335,140.014783
39197,matsumae22,2023-09-23 02:21:10,,4129.137,14001.078,41.485617,140.017967
39199,matsumae03,2023-09-23 02:21:14,,4128.886,14000.227,41.481433,140.003783
39201,matsumae14,2023-09-23 02:21:19,,4129.597,14000.859,41.493283,140.014317
39203,matsumae06,2023-09-23 02:21:24,,4127.279,13958.616,41.45465,139.976933
39205,matsumae24,2023-09-23 02:21:39,,4128.787,14000.845,41.479783,140.014083
39207,matsumae13,2023-09-23 02:21:45,,4129.583,14000.919,41.49305,140.015317
39209,matsumae12,2023-09-23 02:21:49,,4132.864,13956.964,41.547733,139.9494
39211,matsumae21,2023-09-23 02:21:54,,4129.124,14001.1,41.4854,140.018333
39213,matsumae18,2023-09-23 02:22:05,,4129.573,14000.919,41.492883,140.015317
39215,matsumae15,2023-09-23 02:22:05,,4129.601,14000.887,41.49335,140.014783
39217,matsumae22,2023-09-23 02:22:09,,4129.137,14001.078,41.485617,140.017967
39219,matsumae03,2023-09-23 02:22:14,,4128.949,13959.988,41.482483,139.9998
39221,matsumae14,2023-09-23 02:22:19,,4129.58,14000.866,41.493,140.014433
39223,matsumae06,2023-09-23 02:22:25,,4127.403,13958.449,41.456717,139.97415
39225,matsumae24,2023-09-23 02:22:39,,4128.834,14000.697,41.480567,140.011617
39227,matsumae13,2023-09-23 02:22:45,,4129.583,14000.919,41.49305,140.015317
39229,matsumae12,2023-09-23 02:22:49,,4132.86,13956.842,41.547667,139.947367
39231,matsumae21,2023-09-23 02:22:54,,4129.124,14001.101,41.4854,140.01835
39233,matsumae15,2023-09-23 02:23:05,,4129.601,14000.887,41.49335,140.014783
39235,matsumae18,2023-09-23 02:23:05,,4129.573,14000.918,41.492883,140.0153
39237,matsumae22,2023-09-23 02:23:10,,4129.137,14001.078,41.485617,140.017967
39239,matsumae03,2023-09-23 02:23:14,,4129.013,13959.746,41.48355,139.995767
39241,matsumae14,2023-09-23 02:23:19,,4129.526,14000.868,41.4921,140.014467
39243,matsumae06,2023-09-23 02:23:24,,4127.529,13958.275,41.458817,139.97125
39245,matsumae24,2023-09-23 02:23:40,,4128.882,14000.547,41.481367,140.009117
39247,matsumae13,2023-09-23 02:23:44,,4129.583,14000.919,41.49305,140.015317
39249,matsumae12,2023-09-23 02:23:49,,4132.859,13956.72,41.54765,139.945333
39251,matsumae21,2023-09-23 02:23:54,,4129.124,14001.102,41.4854,140.018367
39253,matsumae18,2023-09-23 02:24:04,,4129.571,14000.868,41.49285,140.014467
39255,matsumae15,2023-09-23 02:24:04,,4129.601,14000.887,41.49335,140.014783
39257,matsumae22,2023-09-23 02:24:09,,4129.137,14001.078,41.485617,140.017967
39259,matsumae03,2023-09-23 02:24:15,,4129.083,13959.506,41.484717,139.991767
39261,matsumae14,2023-09-23 02:24:20,,4129.583,14000.83,41.49305,140.013833
39263,matsumae06,2023-09-23 02:24:25,,4127.67,13958.123,41.461167,139.968717
39265,matsumae24,2023-09-23 02:24:39,,4128.933,14000.391,41.482217,140.006517
39267,matsumae13,2023-09-23 02:24:44,,4129.557,14000.869,41.492617,140.014483
39269,matsumae12,2023-09-23 02:24:50,,4132.858,13956.601,41.547633,139.94335
39271,matsumae21,2023-09-23 02:24:54,,4129.124,14001.102,41.4854,140.018367
39273,matsumae15,2023-09-23 02:25:04,,4129.601,14000.887,41.49335,140.014783
39275,matsumae18,2023-09-23 02:25:04,,4129.537,14000.835,41.492283,140.013917
39277,matsumae22,2023-09-23 02:25:10,,4129.137,14001.078,41.485617,140.017967
39279,matsumae03,2023-09-23 02:25:14,,4129.154,13959.268,41.4859,139.9878
39281,matsumae14,2023-09-23 02:25:19,,4129.663,14000.805,41.494383,140.013417
39283,matsumae06,2023-09-23 02:25:25,,4127.816,13957.972,41.4636,139.9662
39285,matsumae24,2023-09-23 02:25:40,,4128.987,14000.234,41.483117,140.0039
39287,matsumae13,2023-09-23 02:25:44,,4129.555,14000.831,41.492583,140.01385
39289,matsumae12,2023-09-23 02:25:49,,4132.854,13956.478,41.547567,139.9413
39291,matsumae21,2023-09-23 02:25:55,,4129.124,14001.102,41.4854,140.018367
39293,matsumae15,2023-09-23 02:26:04,,4129.601,14000.887,41.49335,140.014783
39295,matsumae18,2023-09-23 02:26:04,,4129.648,14000.835,41.494133,140.013917
39297,matsumae22,2023-09-23 02:26:09,,4129.137,14001.078,41.485617,140.017967
39299,matsumae03,2023-09-23 02:26:14,,4129.224,13959.028,41.487067,139.9838
39301,matsumae14,2023-09-23 02:26:20,,4129.644,14000.634,41.494067,140.010567
39303,matsumae06,2023-09-23 02:26:24,,4127.964,13957.828,41.466067,139.9638
39305,matsumae24,2023-09-23 02:26:40,,4129.043,14000.076,41.48405,140.001267
39307,matsumae08,2023-09-23 02:26:40,,4129.6,14000.917,41.493333,140.015283
39309,matsumae13,2023-09-23 02:26:44,,4129.652,14000.818,41.4942,140.013633
39311,matsumae12,2023-09-23 02:26:49,,4132.85,13956.361,41.5475,139.93935
39313,matsumae21,2023-09-23 02:26:54,,4129.124,14001.102,41.4854,140.018367
39315,matsumae18,2023-09-23 02:27:04,,4129.659,14000.685,41.494317,140.011417
39317,matsumae15,2023-09-23 02:27:04,,4129.601,14000.887,41.49335,140.014783
39319,matsumae22,2023-09-23 02:27:09,,4129.152,14001.094,41.485867,140.018233
39321,matsumae03,2023-09-23 02:27:14,,4129.292,13958.784,41.4882,139.979733
39323,matsumae14,2023-09-23 02:27:20,,4129.607,14000.431,41.49345,140.007183
39325,matsumae06,2023-09-23 02:27:25,,4128.106,13957.673,41.468433,139.961217
39327,matsumae08,2023-09-23 02:27:40,,4129.6,14000.918,41.493333,140.0153
39329,matsumae24,2023-09-23 02:27:40,,4129.097,13959.916,41.48495,139.9986
39331,matsumae13,2023-09-23 02:27:45,,4129.645,14000.658,41.494083,140.010967
39333,matsumae12,2023-09-23 02:27:49,,4132.85,13956.241,41.5475,139.93735
39335,matsumae21,2023-09-23 02:27:54,,4129.124,14001.102,41.4854,140.018367
39337,matsumae15,2023-09-23 02:28:04,,4129.601,14000.887,41.49335,140.014783
39339,matsumae18,2023-09-23 02:28:04,,4129.659,14000.518,41.494317,140.008633
39341,matsumae22,2023-09-23 02:28:09,,4129.067,14001.154,41.48445,140.019233
39343,matsumae03,2023-09-23 02:28:14,,4129.368,13958.542,41.489467,139.9757
39345,matsumae14,2023-09-23 02:28:19,,4129.601,14000.217,41.49335,140.003617
39347,matsumae06,2023-09-23 02:28:25,,4128.247,13957.518,41.470783,139.958633
39349,matsumae24,2023-09-23 02:28:39,,4129.151,13959.756,41.48585,139.995933
39351,matsumae08,2023-09-23 02:28:39,,4129.558,14000.868,41.492633,140.014467
39353,matsumae13,2023-09-23 02:28:44,,4129.642,14000.492,41.494033,140.0082
39355,matsumae12,2023-09-23 02:28:49,,4132.848,13956.123,41.547467,139.935383
39357,matsumae21,2023-09-23 02:28:55,,4129.128,14001.111,41.485467,140.018517
39359,matsumae15,2023-09-23 02:29:05,,4129.595,14000.883,41.49325,140.014717
39361,matsumae18,2023-09-23 02:29:05,,4129.665,14000.342,41.494417,140.0057
39363,matsumae22,2023-09-23 02:29:10,,4129.011,14001.097,41.483517,140.018283
39365,matsumae03,2023-09-23 02:29:14,,4129.439,13958.296,41.49065,139.9716
39367,matsumae14,2023-09-23 02:29:19,,4129.607,13959.994,41.49345,139.9999
39369,matsumae06,2023-09-23 02:29:24,,4128.396,13957.377,41.473267,139.956283
39371,matsumae08,2023-09-23 02:29:40,,4129.562,14000.833,41.4927,140.013883
39373,matsumae24,2023-09-23 02:29:40,,4129.208,13959.595,41.4868,139.99325
39375,matsumae13,2023-09-23 02:29:44,,4129.644,14000.281,41.494067,140.004683
