vessel_id,op_id,start_ts,end_ts,days,points,distance_km
matsumae07,5,2023-08-29 01:48:36+09:00,2023-08-29 09:01:35+09:00,2023-08-29,352,55.2096680277227
matsumae07,6,2023-09-04 01:51:34+09:00,2023-09-04 07:39:35+09:00,2023-09-04,612,43.940302941615144
matsumae07,7,2023-09-06 01:51:35+09:00,2023-09-06 09:07:35+09:00,2023-09-06,752,40.36086392682307
matsumae07,8,2023-09-11 02:01:34+09:00,2023-09-11 09:09:35+09:00,2023-09-11,642,42.51865263501878
matsumae07,9,2023-09-23 02:30:35+09:00,2023-09-23 08:55:34+09:00,2023-09-23,412,51.233424059970474
matsumae07,10,2023-09-24 02:30:34+09:00,2023-09-24 06:05:34+09:00,2023-09-24,318,33.49427482538947
matsumae07,11,2023-09-24 08:12:35+09:00,2023-09-24 09:13:34+09:00,2023-09-24,90,15.97098368182245
matsumae08,1,2023-07-20 01:11:39+09:00,2023-07-20 08:39:39+09:00,2023-07-20,860,68.90635461427887
matsumae08,2,2023-07-24 01:13:40+09:00,2023-07-24 09:03:40+09:00,2023-07-24,916,52.94553354639889
matsumae08,3,2023-08-07 01:29:39+09:00,2023-08-07 08:27:40+09:00,2023-08-07,802,51.62640878035538
matsumae08,5,2023-09-04 02:01:39+09:00,2023-09-04 07:38:39+09:00,2023-09-04,674,43.95954454602378
matsumae08,6,2023-09-11 02:10:39+09:00,2023-09-11 07:18:39+09:00,2023-09-11,616,43.2926297191241
matsumae08,7,2023-09-23 02:26:40+09:00,2023-09-23 08:17:39+09:00,2023-09-23,704,49.386659835068784
matsumae08,9,2023-09-24 02:18:39+09:00,2023-09-24 08:25:39+09:00,2023-09-24,730,55.58817191901369
matsumae08,10,2023-10-12 03:01:40+09:00,2023-10-12 08:11:40+09:00,2023-10-12,622,40.258684938936604
matsumae09,1,2023-09-21 01:38:46+09:00,2023-09-21 11:01:44+09:00,2023-09-21,1128,53.18972110368544
matsumae09,2,2023-12-06 05:31:45+09:00,2023-12-06 11:41:44+09:00,2023-12-06,742,49.4398656198333
matsumae11,1,2023-09-11 02:05:00+09:00,2023-09-11 07:03:59+09:00,2023-09-11,506,29.752500649360368
matsumae12,1,2023-09-11 01:32:50+09:00,2023-09-11 07:27:50+09:00,2023-09-11,668,37.015591093241795
matsumae12,2,2023-09-23 01:58:49+09:00,2023-09-23 07:31:50+09:00,2023-09-23,594,40.754632960595465
matsumae12,3,2023-09-30 02:13:50+09:00,2023-09-30 08:28:50+09:00,2023-09-30,706,36.186801262263565
matsumae12,4,2023-10-15 02:49:49+09:00,2023-10-15 07:50:50+09:00,2023-10-15,564,35.16643006037937
matsumae12,5,2023-11-16 03:03:49+09:00,2023-11-16 08:20:49+09:00,2023-11-16,594,36.97394235839219
matsumae12,6,2023-12-03 06:16:49+09:00,2023-12-03 13:22:49+09:00,2023-12-03,721,75.4636207941721
matsumae12,7,2023-12-06 06:16:49+09:00,2023-12-06 10:50:50+09:00,2023-12-06,506,50.166062377048924
matsumae12,8,2023-12-12 06:16:50+09:00,2023-12-12 13:42:49+09:00,2023-12-12,803,64.60352111950027
matsumae13,1,2023-09-23 02:11:44+09:00,2023-09-24 08:00:45+09:00,"2023-09-23,2023-09-24",3198,108.96014147401891
matsumae14,1,2023-09-23 01:43:19+09:00,2023-09-23 09:18:20+09:00,2023-09-23,836,46.143441323925046
matsumae14,3,2023-09-24 01:39:19+09:00,2023-09-24 10:05:20+09:00,2023-09-24,912,59.254413136878966
matsumae14,5,2023-09-25 01:35:19+09:00,2023-09-25 09:56:20+09:00,2023-09-25,560,57.66067218716092
matsumae14,6,2023-09-30 01:32:19+09:00,2023-09-30 10:17:19+09:00,2023-09-30,760,57.34065579625714
matsumae15,1,2023-09-23 02:11:04+09:00,2023-09-23 05:52:05+09:00,2023-09-23,322,32.61577123006463
matsumae15,2,2023-09-23 10:15:04+09:00,2023-09-23 10:40:04+09:00,2023-09-23,52,9.86823302825514
matsumae16,1,2023-09-21 02:09:20+09:00,2023-09-21 14:00:19+09:00,2023-09-21,1396,60.93556938156753
matsumae17,1,2023-11-05 02:11:40+09:00,2023-11-05 12:20:40+09:00,2023-11-05,1183,63.431504471437165
matsumae18,1,2023-09-23 02:07:04+09:00,2023-09-23 07:28:05+09:00,2023-09-23,454,38.34135419028639
matsumae18,2,2023-09-23 08:39:04+09:00,2023-09-23 09:30:05+09:00,2023-09-23,104,12.154833188723712
matsumae18,4,2023-09-26 02:04:05+09:00,2023-09-26 08:58:05+09:00,2023-09-26,666,57.13040665281141
matsumae19,1,2023-09-11 02:02:25+09:00,2023-09-11 07:31:24+09:00,2023-09-11,577,42.87562621680817
matsumae19,2,2023-09-21 02:06:25+09:00,2023-09-21 09:43:24+09:00,2023-09-21,898,48.58010734406257
matsumae19,3,2023-09-24 02:19:25+09:00,2023-09-24 09:24:25+09:00,2023-09-24,651,72.56767470433084
matsumae19,4,2023-09-25 02:21:25+09:00,2023-09-25 08:38:24+09:00,2023-09-25,704,55.82732139295574
matsumae19,5,2023-09-26 02:22:25+09:00,2023-09-26 08:12:25+09:00,2023-09-26,688,52.349315031829235
matsumae19,6,2023-09-27 02:21:25+09:00,2023-09-27 08:08:25+09:00,2023-09-27,666,60.680983858011246
matsumae21,1,2023-09-23 02:19:55+09:00,2023-09-23 09:58:55+09:00,2023-09-23,882,47.684073783177894
matsumae21,2,2023-12-06 06:06:55+09:00,2023-12-06 11:28:54+09:00,2023-12-06,646,48.455433953793744
matsumae21,4,2023-12-12 07:06:55+09:00,2023-12-12 11:25:54+09:00,2023-12-12,520,37.65068809276382
matsumae22,1,2023-09-23 02:17:09+09:00,2023-09-23 06:14:09+09:00,2023-09-23,412,30.088592708449838
matsumae22,2,2023-09-23 08:32:09+09:00,2023-09-23 09:44:09+09:00,2023-09-23,140,19.341178333084518
matsumae22,3,2023-12-06 06:06:09+09:00,2023-12-06 11:25:09+09:00,2023-12-06,640,49.06893322582731
matsumae24,1,2023-09-11 01:58:39+09:00,2023-09-11 08:48:39+09:00,2023-09-11,786,49.105833660602215
matsumae24,2,2023-09-23 02:09:39+09:00,2023-09-23 07:10:39+09:00,2023-09-23,496,36.392667087338154
matsumae24,3,2023-09-23 09:23:40+09:00,2023-09-23 10:54:40+09:00,2023-09-23,184,13.671390186467836
matsumae25,1,2023-09-12 02:05:09+09:00,2023-09-12 08:21:09+09:00,2023-09-12,546,49.39695020353998
matsumae25,2,2023-09-14 02:05:09+09:00,2023-09-14 08:30:10+09:00,2023-09-14,496,44.749763000274484
matsumae25,3,2023-09-21 01:57:09+09:00,2023-09-21 12:13:09+09:00,2023-09-21,1004,45.37894739146951
matsumae26,1,2023-09-21 02:16:10+09:00,2023-09-21 11:36:10+09:00,2023-09-21,1006,47.84727170486198
matsumae26,2,2023-09-24 02:30:10+09:00,2023-09-24 08:55:10+09:00,2023-09-24,706,51.76415207211278
matsumae26,3,2023-09-25 02:30:10+09:00,2023-09-25 08:17:10+09:00,2023-09-25,575,56.30425436039859
matsumae27,1,2023-09-21 02:03:55+09:00,2023-09-21 09:55:54+09:00,2023-09-21,922,47.190013647767
matsumae28,1,2023-09-21 01:41:35+09:00,2023-09-21 11:32:34+09:00,2023-09-21,1016,61.80282023363167
matsumae28,2,2023-09-24 02:08:34+09:00,2023-09-24 09:36:35+09:00,2023-09-24,614,85.2419894199052
matsumae28,3,2023-10-09 02:27:36+09:00,2023-10-09 08:58:34+09:00,2023-10-09,763,58.74696030819953
matsumae28,4,2023-10-12 02:44:35+09:00,2023-10-12 08:00:34+09:00,2023-10-12,619,45.54811595291504
