trip_id,vessel_id,dep_ts,arr_ts,duration_h,fishing_h,steaming_h,distance_km,dep_lat,dep_lon,arr_lat,arr_lon,dep_date,arr_date
matsumae08_T8,matsumae08,2023-09-11 02:24:40,2023-09-11 07:08:40,4.733333333333333,2.7008333333333336,2.0325,30.293284825076817,41.490667,139.9909,41.49055,139.9913,2023-09-11,2023-09-11
matsumae08_T9,matsumae08,2023-09-14 02:22:39,2023-09-14 07:10:40,4.800277777777778,3.033055555555556,1.7672222222222222,26.432019467433832,41.4913,139.990117,41.498883,139.991583,2023-09-14,2023-09-14
matsumae09_T1,matsumae09,2023-09-21 02:00:45,2023-09-21 09:18:45,7.3,4.798611111111112,2.501388888888889,38.1364974216041,41.4431,140.017967,41.46485,140.005333,2023-09-21,2023-09-21
matsumae09_T14,matsumae09,2023-11-16 06:11:45,2023-11-16 08:18:44,2.116388888888889,1.2169444444444444,0.8994444444444445,13.098379409117316,41.49365,139.991183,41.5468,139.96465,2023-11-16,2023-11-16
matsumae09_T15,matsumae09,2023-11-16 08:20:44,2023-11-16 11:00:44,2.6666666666666665,1.6830555555555555,0.9836111111111111,16.890850662808,41.5509,139.964217,41.4885,139.991767,2023-11-16,2023-11-16
matsumae09_T19,matsumae09,2023-11-27 06:11:45,2023-11-27 07:51:44,1.666388888888889,0.8497222222222223,0.8166666666666667,11.287142171439049,41.493717,139.99125,41.540983,139.966683,2023-11-27,2023-11-27
matsumae09_T27,matsumae09,2023-11-27 09:15:44,2023-11-27 10:34:44,1.3166666666666667,0.5497222222222222,0.7669444444444444,13.36274651470126,41.54335,139.9659,41.450967,140.020283,2023-11-27,2023-11-27
matsumae09_T28,matsumae09,2023-12-03 06:05:45,2023-12-03 11:31:45,5.433333333333334,0.7327777777777778,4.700555555555556,48.18084308378996,41.433,140.0247,41.4285,140.040783,2023-12-03,2023-12-03
matsumae09_T29,matsumae09,2023-12-06 06:00:44,2023-12-06 10:08:44,4.133333333333334,0.6988888888888889,3.4344444444444444,37.14803892601802,41.436533,140.021283,41.434567,140.0236,2023-12-06,2023-12-06
matsumae09_T3,matsumae09,2023-10-15 05:27:44,2023-10-15 10:10:44,4.716666666666667,2.6833333333333336,2.033333333333333,31.996616609621217,41.438267,140.019283,41.437867,140.02025,2023-10-15,2023-10-15
matsumae09_T30,matsumae09,2023-12-12 11:04:45,2023-12-12 12:46:45,1.7,0.21638888888888888,1.4836111111111112,17.381745169006727,41.4433,140.01775,41.436083,140.021533,2023-12-12,2023-12-12
